trade_num,direction,favored,entry_time,exit_time,exit_reason,levels_filled,l1_price,blended_entry,exit_price,pnl,fees,equity_before,equity_after,hold_minutes
430,long,N,2022-11-08 04:00:00,2022-11-08 04:03:00,TP,1,20119.70,20119.70,20220.27,11.4454,1.5438,8659.78,8671.23,3
431,long,N,2022-11-08 08:00:00,2022-11-08 16:04:00,TP,2,19792.09,19686.23,19784.63,34.2707,4.7379,8665.84,8700.12,484
432,long,N,2022-12-16 12:00:00,2022-12-20 02:43:00,TP,3,17018.99,16641.58,16724.76,89.0185,15.3452,8686.96,8775.98,5203
433,short,Y,2023-01-14 04:00:00,2023-01-14 05:06:00,TP,1,20962.10,20962.10,20857.32,19.3194,2.6143,8772.11,8791.43,66
434,short,Y,2023-01-14 08:00:00,2023-01-14 09:14:00,TP,2,20890.58,20960.12,20855.35,58.0572,7.8596,8782.33,8840.39,74
435,long,N,2023-02-05 20:00:00,2023-02-05 22:28:00,TP,1,22893.08,22893.08,23007.52,11.6711,1.5860,8838.05,8849.72,148
436,long,N,2023-02-06 00:00:00,2023-02-06 00:28:00,TP,1,22932.03,22932.03,23046.66,11.6921,1.5790,8847.38,8859.07,28
437,long,N,2023-02-06 04:00:00,2023-02-06 07:54:00,TP,2,22893.76,22771.31,22885.14,35.0687,4.7866,8853.57,8888.64,234
438,long,N,2023-02-09 04:00:00,2023-02-09 04:44:00,TP,1,22497.54,22497.54,22610.00,11.7423,1.5871,8886.28,8898.03,44
439,long,N,2023-02-09 20:00:00,2023-02-12 16:21:00,TP,2,22010.09,21892.37,22001.80,34.3838,5.6463,8892.50,8926.88,4101
440,short,Y,2023-02-16 00:00:00,2023-02-16 07:05:00,TP,3,24336.16,24669.19,24545.87,156.8730,21.6213,8904.39,9061.26,425
441,short,Y,2023-02-16 08:00:00,2023-02-16 12:10:00,TP,1,24598.00,24598.00,24475.04,19.9258,2.7219,9057.27,9077.19,250
442,short,Y,2023-02-16 16:00:00,2023-02-16 16:07:00,TP,2,25063.04,25146.46,25020.76,59.9723,8.0904,9067.80,9127.77,7
443,long,N,2023-02-22 16:00:00,2023-02-22 19:04:00,TP,1,23726.18,23726.18,23844.78,12.0480,1.6402,9125.35,9137.40,184
444,long,N,2023-02-22 20:00:00,2023-02-22 22:17:00,TP,1,23778.10,23778.10,23896.96,12.0642,1.6385,9134.98,9147.05,137
445,long,N,2023-02-23 12:00:00,2023-02-23 12:49:00,TP,1,23750.18,23750.18,23868.90,12.0835,1.6336,9144.63,9156.71,49
446,long,N,2023-02-24 16:00:00,2023-02-26 18:39:00,TP,2,23346.89,23222.02,23338.10,35.6211,5.5735,9151.03,9186.65,3039
447,short,Y,2023-03-13 16:00:00,2023-03-13 16:26:00,TP,2,24030.94,24110.93,23990.41,60.6877,8.1950,9177.14,9237.83,26
448,short,Y,2023-03-13 20:00:00,2023-03-13 20:14:00,TP,1,24269.00,24269.00,24147.68,20.3435,2.7454,9233.75,9254.10,14
449,short,Y,2023-03-14 00:00:00,2023-03-14 00:07:00,TP,1,24143.48,24143.48,24022.79,20.3801,2.7493,9250.01,9270.39,7
450,short,Y,2023-03-14 04:00:00,2023-03-14 05:22:00,TP,2,24374.59,24455.72,24333.47,61.2201,8.2908,9260.80,9322.02,82
451,short,Y,2023-03-14 08:00:00,2023-03-14 08:13:00,TP,1,24259.63,24259.63,24138.36,20.5290,2.7703,9317.91,9338.44,13
452,short,Y,2023-03-14 12:00:00,2023-03-14 12:16:00,TP,1,24772.32,24772.32,24648.49,20.5649,2.7755,9334.32,9354.88,16
453,short,Y,2023-03-14 16:00:00,2023-03-14 16:25:00,TP,1,25878.88,25878.88,25749.52,20.6002,2.7816,9350.76,9371.36,25
454,long,N,2023-03-22 20:00:00,2023-03-22 20:04:00,TP,1,26752.96,26752.96,26886.69,12.3836,1.6703,9368.88,9381.26,4
455,long,Y,2023-03-25 00:00:00,2023-03-25 02:25:00,TP,1,27455.46,27455.46,27592.71,20.6434,2.8047,9377.13,9397.77,145
456,long,Y,2023-03-25 20:00:00,2023-03-25 20:27:00,TP,1,27211.56,27211.56,27347.59,20.6947,2.7946,9393.62,9414.32,27
457,long,Y,2023-03-27 16:00:00,2023-03-27 16:04:00,TP,1,26889.59,26889.59,27024.01,20.7340,2.7966,9410.17,9430.90,4
458,long,Y,2023-03-27 20:00:00,2023-03-27 20:30:00,TP,2,27014.00,26923.78,27058.37,62.3016,8.4144,9421.14,9483.44,30
459,long,Y,2023-03-28 00:00:00,2023-03-28 01:38:00,TP,2,27124.62,27034.03,27169.17,62.6225,8.4875,9473.63,9536.25,98
460,long,Y,2023-03-28 04:00:00,2023-03-28 06:08:00,TP,1,26962.01,26962.01,27096.79,20.9865,2.8488,9532.04,9553.03,128
461,long,Y,2023-03-28 08:00:00,2023-03-28 11:24:00,TP,2,26970.19,26880.12,27014.49,63.0408,8.5909,9543.14,9606.18,204
462,long,Y,2023-03-28 12:00:00,2023-03-28 18:45:00,TP,2,27110.83,27020.29,27155.36,63.3132,8.7172,9596.24,9659.55,405
463,long,Y,2023-03-31 08:00:00,2023-03-31 09:16:00,TP,1,27714.15,27714.15,27852.69,21.2648,2.8788,9655.29,9676.56,76
464,long,Y,2023-04-02 20:00:00,2023-04-02 20:43:00,TP,1,27936.23,27936.23,28075.88,21.3066,2.8796,9672.29,9693.60,43
465,long,Y,2023-04-03 04:00:00,2023-04-03 07:01:00,TP,2,27753.78,27661.09,27799.37,63.9779,8.7083,9683.57,9747.54,181
466,long,Y,2023-04-04 00:00:00,2023-04-04 02:33:00,TP,1,27798.16,27798.16,27937.12,21.4484,2.9152,9743.25,9764.69,153
467,long,Y,2023-04-04 04:00:00,2023-04-04 06:37:00,TP,1,27873.02,27873.02,28012.36,21.4856,2.9209,9760.39,9781.87,157
468,long,Y,2023-04-05 16:00:00,2023-04-05 17:21:00,TP,2,28000.64,27907.13,28046.63,64.6004,8.7478,9771.75,9836.35,81
469,long,Y,2023-04-06 08:00:00,2023-04-06 09:27:00,TP,1,27867.02,27867.02,28006.33,21.6526,2.9330,9832.01,9853.66,87
470,long,Y,2023-04-06 12:00:00,2023-04-06 15:04:00,TP,2,27958.61,27865.24,28004.54,65.0333,8.8533,9843.47,9908.50,184
471,long,Y,2023-04-07 08:00:00,2023-04-07 10:38:00,TP,1,27820.02,27820.02,27959.09,21.8019,2.9640,9904.13,9925.93,158
472,long,Y,2023-04-07 12:00:00,2023-04-07 12:30:00,TP,1,27820.02,27820.02,27959.09,21.8574,2.9520,9921.55,9943.41,30
473,long,Y,2023-04-17 08:00:00,2023-04-17 19:32:00,TP,3,29842.92,29430.53,29577.65,174.4567,24.3710,9918.35,10092.81,692
474,long,Y,2023-04-17 20:00:00,2023-04-18 05:15:00,TP,2,29473.14,29374.71,29521.56,66.4604,9.2203,10082.36,10148.82,555
475,long,Y,2023-04-19 12:00:00,2023-04-19 14:04:00,TP,1,29292.74,29292.74,29439.17,22.3356,3.0312,10144.35,10166.68,124
476,long,Y,2023-04-19 16:00:00,2023-04-19 18:00:00,TP,2,29271.83,29174.07,29319.91,67.1264,9.1081,10156.16,10223.29,120
477,long,Y,2023-04-19 20:00:00,2023-04-20 01:34:00,TP,3,29233.57,28829.60,28973.72,179.7628,24.6604,10197.53,10377.29,334
478,long,Y,2023-04-20 04:00:00,2023-04-20 06:15:00,TP,1,28850.89,28850.89,28995.11,22.8368,3.1010,10372.71,10395.55,135
479,long,Y,2023-04-20 08:00:00,2023-04-20 12:50:00,TP,2,28873.18,28776.76,28920.61,68.5655,9.3849,10384.79,10453.36,290
480,long,Y,2023-04-20 16:00:00,2023-04-20 16:14:00,TP,2,28491.33,28396.18,28538.13,69.0637,9.3199,10442.54,10511.60,14
481,long,Y,2023-04-20 20:00:00,2023-04-20 20:29:00,TP,1,28092.38,28092.38,28232.81,23.1473,3.1261,10506.96,10530.11,29
482,long,Y,2023-04-21 00:00:00,2023-04-21 00:39:00,TP,2,28234.03,28139.74,28280.41,69.5600,9.3990,10519.21,10588.77,39
483,long,Y,2023-04-21 04:00:00,2023-04-25 21:02:00,TP,3,28320.30,27928.95,28068.56,178.7913,32.9387,10562.09,10740.88,6782
484,long,Y,2023-05-01 04:00:00,2023-05-01 07:00:00,TP,2,28551.59,28456.24,28598.49,70.8909,9.6487,10729.76,10800.65,180
485,long,Y,2023-05-01 08:00:00,2023-05-01 16:56:00,TP,3,28619.77,28224.28,28365.37,189.6777,26.2895,10773.44,10963.11,536
486,long,Y,2023-05-02 00:00:00,2023-05-02 07:15:00,TP,2,28047.64,27953.97,28093.71,72.2438,9.9619,10951.77,11024.01,435
487,long,Y,2023-05-02 08:00:00,2023-05-02 12:41:00,TP,1,28059.08,28059.08,28199.35,24.2381,3.3161,11019.15,11043.39,281
488,long,Y,2023-05-06 16:00:00,2023-05-06 16:55:00,TP,1,28560.88,28560.88,28703.65,24.3146,3.2881,11038.52,11062.83,55
489,long,Y,2023-05-08 00:00:00,2023-05-08 00:11:00,TP,1,28391.18,28391.18,28533.11,24.3639,3.2873,11057.95,11082.32,11
490,long,Y,2023-05-08 04:00:00,2023-05-08 10:02:00,TP,3,28197.04,27807.39,27946.40,194.8323,26.7662,11054.39,11249.22,362
491,long,Y,2023-05-08 12:00:00,2023-05-08 14:56:00,TP,2,27928.89,27835.62,27974.77,74.2475,10.1035,11237.58,11311.83,176
492,long,Y,2023-05-08 16:00:00,2023-05-08 21:48:00,TP,3,27893.71,27508.25,27645.77,198.8838,27.3034,11283.32,11482.21,348
493,long,Y,2023-05-09 00:00:00,2023-05-09 11:53:00,TP,2,27657.92,27565.55,27703.35,75.5346,10.5632,11470.32,11545.86,713
494,long,Y,2023-05-09 12:00:00,2023-05-09 20:01:00,TP,2,27713.54,27620.99,27759.06,76.0621,10.5130,11533.91,11609.97,481
495,long,Y,2023-05-10 00:00:00,2023-05-10 00:25:00,TP,1,27627.67,27627.67,27765.78,25.5665,3.4521,11604.85,11630.41,25
496,long,Y,2023-05-10 08:00:00,2023-05-10 12:14:00,TP,1,27553.84,27553.84,27691.58,25.5755,3.4942,11625.29,11650.86,254
497,long,Y,2023-05-11 04:00:00,2023-05-11 12:07:00,TP,2,27457.67,27365.97,27502.77,76.7509,10.6114,11638.80,11715.55,487
498,long,Y,2023-05-11 16:00:00,2023-05-13 01:17:00,TP,3,27168.27,26792.84,26926.77,203.8879,30.3707,11686.03,11889.92,1997
499,long,Y,2023-05-31 08:00:00,2023-05-31 13:44:00,TP,2,27154.46,27063.77,27199.06,78.3945,10.7601,11877.61,11956.01,344
500,long,Y,2023-05-31 16:00:00,2023-05-31 17:39:00,TP,1,26915.61,26915.61,27050.16,26.3164,3.5670,11950.73,11977.05,99
501,long,Y,2023-05-31 20:00:00,2023-05-31 22:19:00,TP,1,27016.20,27016.20,27151.25,26.3562,3.5797,11971.77,11998.12,139
502,long,Y,2023-06-01 04:00:00,2023-06-01 08:56:00,TP,1,26771.92,26771.92,26905.75,26.3771,3.6115,11992.83,12019.21,296
503,long,Y,2023-06-01 12:00:00,2023-06-01 16:52:00,TP,1,26891.83,26891.83,27026.26,26.4241,3.6172,12013.91,12040.33,292
504,long,Y,2023-06-01 20:00:00,2023-06-02 02:20:00,TP,2,26866.14,26776.42,26910.27,79.3685,10.9138,12027.87,12107.24,380
505,long,Y,2023-06-05 04:00:00,2023-06-06 17:27:00,TP,3,26834.75,26463.93,26596.22,210.3759,31.7140,12076.73,12287.11,2247
506,long,Y,2023-06-09 00:00:00,2023-06-09 06:17:00,TP,2,26496.11,26407.62,26539.63,80.9964,11.1360,12274.39,12355.39,377
507,long,Y,2023-06-10 04:00:00,2023-06-10 17:40:00,TP,3,26315.29,25951.64,26081.37,216.5966,30.4540,12324.25,12540.85,820
508,long,Y,2023-06-10 20:00:00,2023-06-10 22:38:00,TP,1,25750.28,25750.28,25879.00,27.5933,3.7515,12535.32,12562.91,158
509,long,Y,2023-06-11 00:00:00,2023-06-11 16:21:00,TP,2,25818.22,25732.00,25860.63,82.5056,11.6942,12549.91,12632.41,981
510,long,Y,2023-06-30 16:00:00,2023-06-30 16:33:00,TP,1,30027.89,30027.89,30178.00,27.8172,3.7575,12626.84,12654.66,33
511,long,Y,2023-07-05 12:00:00,2023-07-05 14:18:00,TP,2,30368.62,30267.20,30418.51,83.5449,11.3462,12641.56,12725.11,138
512,long,Y,2023-07-05 16:00:00,2023-07-05 17:07:00,TP,1,30344.13,30344.13,30495.82,28.0156,3.7909,12719.49,12747.51,67
513,long,Y,2023-07-05 20:00:00,2023-07-06 05:38:00,TP,1,30424.53,30424.53,30576.62,27.9767,3.8858,12741.89,12769.86,578
514,long,Y,2023-07-06 16:00:00,2023-07-07 01:54:00,TP,3,30385.95,29966.06,30115.86,224.1832,31.1629,12737.68,12961.87,594
515,long,Y,2023-07-07 04:00:00,2023-07-07 05:40:00,TP,1,30130.44,30130.44,30281.06,28.5310,3.8672,12956.15,12984.68,100
516,long,Y,2023-07-07 08:00:00,2023-07-07 09:29:00,TP,1,30003.73,30003.73,30153.72,28.5831,3.8721,12978.96,13007.54,89
517,long,Y,2023-07-07 12:00:00,2023-07-07 12:31:00,TP,1,30125.82,30125.82,30276.42,28.6437,3.8687,13001.80,13030.45,31
518,long,Y,2023-07-12 20:00:00,2023-07-12 23:44:00,TP,1,30250.04,30250.04,30401.26,28.6601,3.9096,13024.70,13053.36,224
519,long,Y,2023-07-14 20:00:00,2023-07-14 23:22:00,TP,1,30130.22,30130.22,30280.84,28.7143,3.9126,13047.60,13076.32,202
520,long,Y,2023-07-15 00:00:00,2023-07-16 10:17:00,TP,2,30294.53,30193.36,30344.30,85.3092,12.7437,13062.78,13148.09,2057
521,long,Y,2023-07-16 12:00:00,2023-07-17 21:19:00,TP,3,30314.03,29895.13,30044.58,228.8219,34.0872,13114.96,13343.78,1999
522,long,Y,2023-07-18 08:00:00,2023-07-18 14:24:00,TP,2,29970.48,29870.39,30019.71,87.9608,12.0975,13329.97,13417.93,384
523,long,Y,2023-07-18 16:00:00,2023-07-19 00:33:00,TP,2,29913.01,29813.11,29962.15,88.3792,12.2350,13404.04,13492.42,513
524,long,Y,2023-07-20 16:00:00,2023-07-20 21:26:00,TP,2,29791.17,29691.68,29840.11,88.9723,12.2004,13478.46,13567.43,326
525,long,Y,2023-07-21 08:00:00,2023-07-21 13:17:00,TP,1,29761.49,29761.49,29910.27,29.8240,4.0878,13561.45,13591.27,317
526,long,Y,2023-07-24 04:00:00,2023-07-24 07:41:00,TP,1,29696.54,29696.54,29844.99,29.8940,4.0773,13585.28,13615.17,221
527,long,Y,2023-07-24 12:00:00,2023-07-25 13:43:00,TP,2,29253.49,29155.80,29301.54,89.1082,12.9846,13601.08,13690.19,1543
528,long,Y,2023-07-25 16:00:00,2023-07-25 18:38:00,TP,1,29188.03,29188.03,29333.94,30.1232,4.0953,13684.15,13714.27,158
529,long,Y,2023-07-25 20:00:00,2023-07-26 03:09:00,TP,1,29190.47,29190.47,29336.39,30.1258,4.1528,13708.23,13738.35,429
530,long,Y,2023-07-28 08:00:00,2023-07-28 12:30:00,TP,1,29141.40,29141.40,29287.08,30.2083,4.1305,13732.29,13762.50,270
531,long,Y,2023-07-30 20:00:00,2023-07-31 00:26:00,TP,1,29166.07,29166.07,29311.87,30.2621,4.1370,13756.43,13786.70,266
532,long,Y,2023-08-01 04:00:00,2023-08-01 06:36:00,TP,1,28825.90,28825.90,28970.00,30.3358,4.1238,13780.62,13810.95,156
533,long,Y,2023-08-01 08:00:00,2023-08-01 16:05:00,TP,2,28937.33,28840.69,28984.86,90.9829,12.5777,13796.66,13887.64,485
534,long,Y,2023-08-03 08:00:00,2023-08-03 10:40:00,TP,1,29043.14,29043.14,29188.33,30.5572,4.1547,13881.52,13912.07,160
535,long,Y,2023-08-04 20:00:00,2023-08-04 21:07:00,TP,2,29017.34,28920.43,29065.01,91.8854,12.4335,13897.67,13989.56,67
536,long,Y,2023-08-07 16:00:00,2023-08-07 16:53:00,TP,1,28804.04,28804.04,28948.03,30.8017,4.1649,13983.39,14014.19,53
537,long,Y,2023-08-15 20:00:00,2023-08-16 18:22:00,TP,2,29160.54,29063.16,29208.44,91.8341,13.2507,13999.69,14091.52,1342
538,long,Y,2023-08-16 20:00:00,2023-08-17 22:57:00,TP,4,29102.13,26733.11,26866.74,629.9066,92.1217,14003.69,14633.60,1617
539,long,Y,2023-09-06 16:00:00,2023-09-06 17:25:00,TP,2,25579.14,25493.71,25621.15,96.6371,13.0891,14618.46,14715.09,85
540,long,Y,2023-09-11 12:00:00,2023-09-11 13:02:00,TP,1,25597.91,25597.91,25725.87,32.3964,4.3827,14708.60,14741.00,62
541,long,Y,2023-09-21 16:00:00,2023-09-22 08:04:00,TP,1,26584.04,26584.04,26716.93,32.2737,4.5705,14734.50,14766.77,964
542,long,Y,2023-09-22 20:00:00,2023-09-24 17:54:00,TP,1,26541.21,26541.21,26673.89,31.9721,4.9364,14760.26,14792.23,2754
543,long,Y,2023-09-25 00:00:00,2023-09-25 01:02:00,TP,2,26225.45,26137.87,26268.53,97.6991,13.2171,14776.92,14874.62,62
544,long,Y,2023-09-25 04:00:00,2023-09-25 15:18:00,TP,2,26157.53,26070.17,26200.49,97.8710,13.6630,14859.23,14957.10,678
545,long,Y,2023-09-25 16:00:00,2023-09-25 16:18:00,TP,1,26260.05,26260.05,26391.32,32.9383,4.4459,14950.50,14983.44,18
546,long,Y,2023-09-26 16:00:00,2023-09-26 16:24:00,TP,1,26115.04,26115.04,26245.59,32.9950,4.4550,14976.83,15009.83,24
547,long,Y,2023-10-09 12:00:00,2023-10-09 14:24:00,TP,1,27436.72,27436.72,27573.87,33.0292,4.4872,15003.21,15036.24,144
548,long,Y,2023-10-09 16:00:00,2023-10-09 17:31:00,TP,2,27442.48,27350.83,27487.56,99.2942,13.4529,15020.67,15119.97,91
549,long,Y,2023-10-10 12:00:00,2023-10-10 14:14:00,TP,2,27498.52,27406.69,27543.69,99.8207,13.5542,15104.32,15204.14,134
550,long,Y,2023-10-10 16:00:00,2023-10-15 20:41:00,TP,3,27401.31,27022.66,27157.74,255.5682,48.4471,15165.83,15421.39,7481
551,long,Y,2023-11-03 12:00:00,2023-11-03 12:30:00,TP,1,34238.07,34238.07,34409.23,33.9603,4.5864,15414.59,15448.55,30
552,long,Y,2023-11-07 12:00:00,2023-11-07 14:13:00,TP,1,34646.71,34646.71,34819.91,33.9987,4.6160,15441.74,15475.74,133
553,long,Y,2023-11-14 12:00:00,2023-11-14 13:30:00,TP,1,36306.01,36306.01,36487.51,34.0678,4.6152,15468.91,15502.98,90
554,long,Y,2023-11-14 16:00:00,2023-11-14 16:22:00,TP,1,36131.10,36131.10,36311.73,34.1420,4.6090,15496.15,15530.29,22
555,long,Y,2023-11-14 20:00:00,2023-11-14 20:07:00,TP,1,35223.49,35223.49,35399.58,34.2051,4.6140,15523.44,15557.64,7
556,long,Y,2023-11-15 00:00:00,2023-11-15 05:50:00,TP,2,35548.37,35429.66,35606.78,102.5795,14.0831,15541.54,15644.12,350
557,long,Y,2023-11-15 08:00:00,2023-11-15 08:44:00,TP,1,35629.24,35629.24,35807.36,34.4481,4.6556,15637.22,15671.67,44
558,long,Y,2023-11-16 20:00:00,2023-11-16 20:33:00,TP,2,35941.56,35821.53,36000.61,103.5334,13.9845,15655.45,15758.98,33
559,long,Y,2023-11-17 00:00:00,2023-11-17 00:43:00,TP,1,36154.03,36154.03,36334.77,34.7013,4.6896,15752.03,15786.74,43
560,long,Y,2023-11-17 08:00:00,2023-11-17 08:53:00,TP,1,36248.03,36248.03,36429.24,34.7603,4.7000,15779.77,15814.53,53
561,long,Y,2023-11-17 16:00:00,2023-11-17 17:02:00,TP,1,36074.73,36074.73,36255.07,34.8196,4.7102,15807.56,15842.38,62
562,long,Y,2023-11-22 00:00:00,2023-11-22 00:05:00,TP,1,35720.67,35720.67,35899.24,34.8930,4.7063,15835.39,15870.29,5
563,long,Y,2023-11-22 04:00:00,2023-11-22 06:42:00,TP,1,36362.40,36362.40,36544.18,34.9209,4.7483,15863.29,15898.21,162
564,long,Y,2023-11-22 08:00:00,2023-11-22 09:39:00,TP,1,36440.17,36440.17,36622.34,34.9959,4.7431,15891.20,15926.19,99
565,long,Y,2023-11-22 12:00:00,2023-11-22 13:56:00,TP,1,36456.10,36456.10,36638.35,35.0538,4.7551,15919.17,15954.22,116
566,long,Y,2023-11-22 16:00:00,2023-11-22 18:14:00,TP,1,36482.58,36482.58,36664.96,35.1116,4.7674,15947.19,15982.30,134
567,long,Y,2023-11-27 12:00:00,2023-11-27 15:22:00,TP,2,36999.51,36875.95,37060.30,105.4764,14.3714,15965.76,16071.23,202
568,long,Y,2023-11-27 16:00:00,2023-11-27 16:43:00,TP,1,36786.05,36786.05,36969.95,35.3890,4.7825,16064.15,16099.53,43
569,long,Y,2023-11-27 20:00:00,2023-11-27 22:52:00,TP,1,36878.95,36878.95,37063.31,35.4232,4.8191,16092.43,16127.86,172
570,long,Y,2023-11-28 08:00:00,2023-11-28 13:31:00,TP,1,37105.14,37105.14,37290.64,35.4509,4.8623,16120.75,16156.20,331
571,long,Y,2023-12-11 04:00:00,2023-12-11 09:16:00,TP,2,42260.20,42119.08,42329.64,106.5516,14.6026,16139.47,16246.03,316
572,long,Y,2023-12-11 12:00:00,2023-12-12 07:49:00,TP,3,42359.98,41774.63,41983.48,284.1807,40.6932,16205.09,16489.27,1189
573,long,Y,2023-12-12 08:00:00,2023-12-12 13:31:00,TP,2,41945.49,41805.42,42014.42,108.7381,14.9137,16472.20,16580.94,331
574,long,Y,2023-12-12 16:00:00,2023-12-12 18:28:00,TP,2,41351.20,41213.11,41419.15,109.4656,14.8733,16563.78,16673.24,148
575,long,Y,2023-12-12 20:00:00,2023-12-12 21:04:00,TP,1,41168.98,41168.98,41374.79,36.7106,4.9664,16665.89,16702.60,64
576,long,Y,2023-12-13 00:00:00,2023-12-13 07:08:00,TP,3,41476.21,40903.07,41107.56,293.5432,40.4598,16660.51,16954.05,428
577,long,Y,2023-12-13 08:00:00,2023-12-13 13:10:00,TP,1,41126.00,41126.00,41331.60,37.2724,5.1065,16946.58,16983.85,310
578,long,Y,2023-12-15 16:00:00,2023-12-15 16:24:00,TP,1,41868.04,41868.04,42077.35,37.4038,5.0497,16976.36,17013.76,24
579,long,Y,2023-12-15 20:00:00,2023-12-16 01:24:00,TP,2,42081.13,41940.61,42150.28,112.2018,15.3832,16996.15,17108.36,324
580,long,Y,2023-12-17 04:00:00,2023-12-17 09:56:00,TP,2,41912.05,41772.09,41980.92,112.8033,15.4910,17090.65,17203.45,356
581,long,Y,2023-12-17 12:00:00,2023-12-17 16:39:00,TP,2,41956.04,41815.93,42024.98,113.4841,15.5233,17185.65,17299.13,279
582,long,Y,2023-12-18 00:00:00,2023-12-18 11:13:00,TP,3,41415.48,40843.18,41047.37,303.5678,42.3640,17255.54,17559.10,673
583,long,Y,2023-12-18 12:00:00,2023-12-18 13:26:00,TP,2,41107.12,40969.85,41174.67,115.9675,15.7065,17540.93,17656.90,86
584,long,Y,2023-12-18 16:00:00,2023-12-18 17:00:00,TP,1,41311.26,41311.26,41517.79,38.8774,5.2584,17649.11,17687.99,60
585,long,Y,2023-12-25 00:00:00,2023-12-25 01:12:00,TP,2,42976.39,42832.88,43047.01,116.8296,15.8117,17669.68,17786.51,72
586,long,Y,2023-12-26 08:00:00,2023-12-26 14:25:00,TP,2,42747.44,42604.69,42817.68,117.2541,16.1260,17768.10,17885.36,385
587,long,Y,2023-12-26 16:00:00,2023-12-26 22:19:00,TP,2,42430.29,42288.60,42500.01,117.9099,16.2112,17866.85,17984.76,379
588,long,Y,2023-12-27 00:00:00,2023-12-27 08:30:00,TP,2,42514.10,42372.13,42583.96,118.4695,16.3970,17966.14,18084.61,510
589,long,Y,2023-12-28 16:00:00,2023-12-28 17:19:00,TP,1,42398.33,42398.33,42610.29,39.8147,5.3905,18076.64,18116.45,79
590,long,Y,2023-12-29 08:00:00,2023-12-29 09:11:00,TP,1,42302.03,42302.03,42513.51,39.8867,5.3980,18108.46,18148.35,71
591,long,Y,2023-12-29 16:00:00,2023-12-29 23:19:00,TP,3,42311.99,41727.31,41935.91,318.9312,43.9836,18102.61,18421.54,439
592,long,Y,2023-12-30 00:00:00,2023-12-30 05:19:00,TP,2,42054.06,41913.63,42123.16,121.4895,16.6523,18402.48,18523.97,319
593,long,Y,2023-12-30 08:00:00,2023-12-30 12:13:00,TP,2,41949.80,41809.71,42018.73,122.2146,16.6952,18504.80,18627.01,253
594,long,Y,2024-01-03 16:00:00,2024-01-03 16:01:00,TP,1,42982.50,42982.50,43197.38,41.0286,5.5325,18618.80,18659.82,1
595,long,Y,2024-01-03 20:00:00,2024-01-03 21:16:00,TP,1,42638.83,42638.83,42851.99,41.0818,5.5612,18651.59,18692.68,76
596,long,Y,2024-01-04 00:00:00,2024-01-04 02:46:00,TP,1,42808.30,42808.30,43022.31,41.1314,5.5937,18684.43,18725.56,166
597,long,Y,2024-01-04 04:00:00,2024-01-04 11:31:00,TP,2,43083.17,42939.30,43153.97,123.3945,17.0276,18706.18,18829.58,451
598,long,Y,2024-01-04 12:00:00,2024-01-04 12:16:00,TP,1,43189.75,43189.75,43405.67,41.4709,5.5965,18821.27,18862.75,16
599,long,Y,2024-01-08 04:00:00,2024-01-08 06:21:00,TP,1,43498.03,43498.03,43715.49,41.5121,5.6383,18854.43,18895.94,141
600,long,Y,2024-01-12 16:00:00,2024-01-12 16:08:00,TP,1,44363.06,44363.06,44584.85,41.6193,5.6141,18887.61,18929.23,8
601,long,Y,2024-02-01 04:00:00,2024-02-01 05:20:00,TP,1,41979.56,41979.56,42189.43,41.6738,5.6425,18920.88,18962.55,80
602,long,Y,2024-02-01 08:00:00,2024-02-01 13:35:00,TP,2,42182.90,42042.04,42252.22,125.0451,17.1537,18942.92,19067.97,335
603,long,Y,2024-02-05 00:00:00,2024-02-05 03:51:00,TP,2,42587.31,42445.10,42657.29,125.8211,17.1685,19048.23,19174.06,231
604,long,Y,2024-02-21 12:00:00,2024-02-21 12:10:00,TP,2,51008.03,50837.70,51091.86,126.6966,17.0919,19154.21,19280.91,10
605,long,Y,2024-02-21 16:00:00,2024-02-21 16:46:00,TP,1,51114.44,51114.44,51369.98,42.4582,5.7384,19272.40,19314.86,46
606,long,Y,2024-02-21 20:00:00,2024-02-21 21:28:00,TP,1,51034.37,51034.37,51289.51,42.5219,5.7595,19306.34,19348.87,88
607,long,Y,2024-02-23 04:00:00,2024-02-23 10:47:00,TP,2,51088.69,50918.09,51172.65,127.5396,17.5598,19328.84,19456.38,407
608,long,Y,2024-02-23 16:00:00,2024-02-23 16:48:00,TP,2,50908.09,50738.09,50991.75,128.5320,17.3736,19436.24,19564.77,48
609,long,Y,2024-02-24 00:00:00,2024-02-24 05:22:00,TP,1,50761.11,50761.11,51014.89,43.0101,5.8960,19556.15,19599.16,322
610,long,Y,2024-02-26 12:00:00,2024-02-26 13:11:00,TP,1,51108.64,51108.64,51364.15,43.1523,5.8398,19590.51,19633.67,71
611,long,Y,2024-03-14 20:00:00,2024-03-14 20:05:00,TP,1,69605.07,69605.07,69953.07,43.2474,5.8325,19625.01,19668.25,5
612,long,Y,2024-03-15 04:00:00,2024-03-15 05:02:00,TP,3,68423.07,67477.59,67814.95,346.4662,46.8639,19618.69,19965.16,62
613,long,Y,2024-03-15 08:00:00,2024-03-15 09:53:00,TP,3,68465.96,67519.89,67857.46,351.5860,47.6816,19914.85,20266.43,113
614,long,Y,2024-03-15 12:00:00,2024-03-15 12:35:00,TP,1,67677.45,67677.45,68015.81,44.6329,6.0287,20257.49,20302.13,35
